title,price,location,size_m2,url,page
"Sell apartment. 2 beautiful rooms. Double glazed window, Cen...","447,776 TND",Hergla,"134
						m²",N/A,8
Sell apartment in Cité Taieb Mhiri. Dimension 61 m². Satelli...,"257,000 TND",La Marsa,"61
						m²",N/A,8
Cap Kantaoui Residence _ Sea View,"From298,230 TND",Hammam Sousse,Completed,N/A,8
Apartment for sale in Les Jardins de Carthage. 2 rooms. Doub...,Price on request,Le Kram,"111
						m²",N/A,8
Fabulous apartment for sale in Cité El Wafa. 1 room. Furnish...,"240,000 TND",Nabeul,"70
						m²",N/A,8
Sell apartment in Chotrana 1.2 beautiful rooms. Satellite di...,"432,426 TND",La Soukra,"92
						m²",N/A,8
Apartment for sale in Gammarth. Area 120 m². Quiet sorroundi...,"530,000 TND",La Marsa,"120
						m²",N/A,8
Sell apartment in Sousse Ville. Area 91 m². General air cond...,Price on request,Sousse Ville,"91
						m²",N/A,8
Sale of a lovely apartment in La Soukra. 2 lovely rooms. Wit...,Price on request,La Soukra,"119
						m²",N/A,8
Apartment for sale in Aouina. 3 large living areas. Caretake...,Price on request,La Marsa,"124
						m²",N/A,8
Beautiful apartment for sale in Les Jardins d'El Menzah 1.2...,Price on request,Ariana Ville,"106
						m²",N/A,8
Find an apartment to buy in Aouina. 1 lovely room. Secured d...,Price on request,La Marsa,"67
						m²",N/A,8
Apartment to purchase in Kairouan Ville. 3 comfortable rooms,"207,928 TND",Kairouan Ville,"88
						m²",N/A,8
Villa for sale in Rades near Carrefour,"980,000 TND",Rades,"1000
						m²",N/A,8
Sale of a lovely apartment in Sousse Ville. 3 comfortable ro...,Price on request,Sousse Ville,"100
						m²",N/A,8
Apartment for sale in Riadh al Andalous. Total area 122 m²,Price on request,Ariana Ville,"122
						m²",N/A,8
Fabulous apartment for sale in La Soukra. 3 large living are...,Price on request,La Soukra,"109
						m²",N/A,8
Beautiful apartment for sale in La Soukra. Area 135 m². Carp...,Price on request,La Soukra,"135
						m²",N/A,8
Apartment for sale in Bab El Khadra. Total area 75 m². No Li...,Price on request,Tunis,"75
						m²",N/A,8
Apartment for sale in La Soukra. Dimension 72 m². Reinforced...,"260,000 TND",La Soukra,"72
						m²",N/A,8
Sell apartment. Dimension 120 m². Well furnished,"620,000 TND",Kélibia,"120
						m²",N/A,8
"Apartment for sale. 3 lovely rooms. Beautiful sea view, Doub...","310,000 TND",Kélibia,"130
						m²",N/A,8
"Apartment for sale. 3 beautiful rooms. Robust door, General...","300,000 TND",Kélibia,"156
						m²",N/A,8
Beautiful apartment for sale in Aouina. 3 lovely rooms. Cent...,"350,000 TND",La Marsa,"180
						m²",N/A,8
"Apartment for sale. 2 rooms. No Lift, Balcony","220,000 TND",Kélibia,"118
						m²",N/A,8
Apartment for sale. Area of 117 m². Reinforced door and doub...,"200,000 TND",Kélibia,"117
						m²",N/A,8
Fabulous apartment for sale in Chotrana 3.2 rooms. Central h...,"330,000 TND",La Soukra,"90
						m²",N/A,8
"Apartment to purchase in Aouina. 2 rooms. With Lift, Balcony...","330,000 TND",La Marsa,"92
						m²",N/A,8
N/A,N/A,N/A,N/A,N/A,8
Beautiful apartment for sale in Ain Zaghouan Nord. Dimension...,"386,000 TND",La Marsa,"117
						m²",N/A,9
Apartment for sale in Les Jardins de Carthage. Large area 11...,Price on request,Le Kram,"111
						m²",N/A,9
Offices & shops for sale in La Manouba. Surface area 67 m²,"348,000 TND",La Manouba,"127
						m²",N/A,9
Apartment to purchase in Hammamet Nord. 2 rooms. Exceptional...,Price on request,Hammamet,N/A,N/A,9
Beautiful apartment for sale in Sahloul. 2 rooms. Residence...,Price on request,Sousse Ville,2 Rooms,N/A,9
Apartment for sale in Les Jardins de Carthage. 3 beautiful r...,Price on request,Le Kram,"160
						m²",N/A,9
Apartment for sale in La Manouba. 2 beautiful rooms,Price on request,La Manouba,"109
						m²",N/A,9
Cap Kantaoui Residence _ Sea View,"From298,230 TND",Hammam Sousse,Completed,N/A,9
Fabulous apartment for sale in Ain Zaghouan Nord. 2 beautifu...,"390,500 TND",La Marsa,"119
						m²",N/A,9
Fabulous apartment for sale in Sousse Ville. 2 lovely rooms...,Price on request,Sousse Ville,"77
						m²",N/A,9
Sell apartment in Sousse Ville. Small area 75 m². Air condit...,Price on request,Sousse Ville,"75
						m²",N/A,9
Apartment for sale in Aouina. 3 rooms. General Satellite Dis...,Price on request,La Marsa,"122
						m²",N/A,9
Sale of a lovely apartment in Chotrana 1.2 large rooms. Rein...,"275,882 TND",La Soukra,"59
						m²",N/A,9
Find an apartment to buy in Aouina. 4 beautiful rooms. Satel...,Price on request,La Marsa,"198
						m²",N/A,9
Apartment to purchase in Kairouan Ville. Total area 95 m²,"224,190 TND",Kairouan Ville,"95
						m²",N/A,9
S2 apartment in the Gardens of Carthage,Price on request,Le Kram,"112
						m²",N/A,9
"Fabulous apartment for sale. Large area 115 m². Carpark, Bal...","420,000 TND",Le Kram,"115
						m²",N/A,9
Fabulous apartment for sale in Les Jardins d'El Menzah 1. To...,Price on request,Ariana Ville,"74
						m²",N/A,9
Find an apartment to buy in Montfleury. 3 beautiful rooms. C...,"499,900 TND",Tunis,"180
						m²",N/A,9
Apartment for sale in Riadh al Andalous. 3 rooms. Double gla...,"315,000 TND",Ariana Ville,"91
						m²",N/A,9
Apartment for sale in Riadh al Andalous. Area 66 m². With li...,"320,000 TND",Ariana Ville,"66
						m²",N/A,9
Fabulous apartment for sale in Chotrana 1.2 large living are...,"260,676 TND",La Soukra,"57
						m²",N/A,9
Apartment for sale in Chotrana 1. Area of 105 m². Reinforced...,"672,341 TND",La Soukra,"105
						m²",N/A,9
Apartment for sale in Sousse Jaouhara. 2 rooms,"340,000 TND",Sousse Jaouhara,"119
						m²",N/A,9
Find an apartment to buy in Sidi Daoued. 2 beautiful rooms...,"430,000 TND",La Marsa,"120
						m²",N/A,9
Luxury villas & houses for rent in Hammamet Sud. 4 large roo...,"375,000 TND",Hammamet,"90
						m²",N/A,9
Find an apartment to buy in Yasmine Hammamet. 3 rooms. Parki...,"450,000 TND",Hammamet,"145
						m²",N/A,9
Apartment for sale in Yasmine Hammamet. 2 beautiful rooms. R...,"550,000 TND",Hammamet,"128
						m²",N/A,9
Apartment for sale in Hammamet Nord. Large area 74 m². Integ...,"395,000 TND",Hammamet,"74
						m²",N/A,9
Sell apartment in Cité El Wafa. 2 large living areas. Fully...,"215,000 TND",Nabeul,"64
						m²",N/A,9
Apartment to purchase in Hammamet. Small area 95 m². Beautif...,"260,000 TND",Hammamet,"95
						m²",N/A,9
Apartment to purchase in Yasmine Hammamet. 1 room. Fully fur...,"290,000 TND",Hammamet,"63
						m²",N/A,9
Sell apartment in Hammamet Nord. 3 large rooms. Well equippe...,"300,000 TND",Hammamet,"65
						m²",N/A,9
Apartment for sale in Hammamet Nord. 3 rooms. Storage unit,"340,000 TND",Hammamet,"70
						m²",N/A,9
N/A,N/A,N/A,N/A,N/A,9
Apartment to purchase in Sousse Jaouhara. Area 124 m²,"357,000 TND",Sousse Jaouhara,"124
						m²",N/A,10
Sale of a lovely apartment in Zone Touristique. Area 136 m²...,Price on request,Mahdia Ville,"136
						m²",N/A,10
Apartment for sale in La Marsa. Large area 185 m². Property...,"1,380,000 TND",La Marsa,"185
						m²",N/A,10
Find an apartment to buy in La Marsa. 3 beautiful rooms. Enc...,"1,320,000 TND",La Marsa,"160
						m²",N/A,10
Apartment to purchase in Sahloul. 3 large living areas. Secu...,"580,000 TND",Sahloul,"183
						m²",N/A,10
Apartment to purchase in Les Jardins de Carthage. 3 beautifu...,Price on request,Le Kram,"143
						m²",N/A,10
"Luxury villa for rent in La Marsa. 5 rooms. Cellar, Large te...","210,000 TND",La Marsa,"65
						m²",N/A,10
Residence Floria - Cité el Ghazela,"From309,900 TND",Raoued,N/A,N/A,10
Apartment for sale in Les Berges Du Lac 2. Total area 273 m²...,"1,350,000 TND",La Marsa,"273
						m²",N/A,10
Sale of a lovely apartment in Kairouan Ville. 3 large living...,"291,292 TND",Kairouan Ville,"105
						m²",N/A,10
Apartment for sale in Riadh al Andalous. 3 beautiful rooms,Price on request,Ariana Ville,"143
						m²",N/A,10
Find an apartment to buy in Ariana. Small area 69 m². Air co...,"165,000 TND",Ariana Ville,"69
						m²",N/A,10
Fabulous apartment for sale in El Menzah 7.3 beautiful rooms...,Price on request,Ariana Ville,"180
						m²",N/A,10
Apartment for sale in La Soukra. 5 comfortable rooms. With g...,Price on request,La Soukra,"169
						m²",N/A,10
Sale of a lovely apartment in Hammamet. Area 107 m². Caretak...,Price on request,Hammamet,"107
						m²",N/A,10
Apartment for sale in Hammamet. 1 lovely room. Residence wit...,Price on request,Hammamet,"58
						m²",N/A,10
Find an apartment to buy in Nabeul. 2 lovely rooms. Green ar...,Price on request,Nabeul,"99
						m²",N/A,10
Sell apartment in Cité Erriadh. 4 rooms. Carpark and garden...,"895,000 TND",La Marsa,"247
						m²",N/A,10
Sale of a lovely apartment in Aouina. 2 comfortable rooms. T...,Price on request,La Marsa,"64
						m²",N/A,10
Sale of a lovely apartment in Chotrana 1.2 large living area...,Price on request,La Soukra,"57
						m²",N/A,10
Apartment to purchase. 2 large rooms. Double glazing and rei...,"281,000 TND",Hergla,"75
						m²",N/A,10
Beautiful apartment for sale in Chotrana 1. Dimension 59 m²...,"247,220 TND",La Soukra,"54
						m²",N/A,10
Fabulous apartment for sale in Les Jardins de Carthage. 3 be...,"700,000 TND",Le Kram,"147
						m²",N/A,10
Find a house to rent in Aouina. Area 220 m². Double glazed w...,"290,000 TND",La Marsa,"140
						m²",N/A,10
Apartment for sale in Hammamet. Total area 100 m². Garden an...,"300,000 TND",Hammamet,"100
						m²",N/A,10
Apartment for sale in Hammamet Nord. 3 rooms. Parking spaces...,"390,000 TND",Hammamet,"116
						m²",N/A,10
Fabulous apartment for sale in Les Jardins de Carthage. 3 co...,"700,000 TND",Le Kram,"143
						m²",N/A,10
Apartment for sale in Hammamet. 3 large rooms. New furniture,"470,000 TND",Hammamet,"127
						m²",N/A,10
Apartment for sale in Riadh al Andalous. 1 Living area,Price on request,Ariana Ville,"223
						m²",N/A,10
Sell apartment in Nouvelle Ariana. 1 Living area,Price on request,Ariana Ville,"900
						m²",N/A,10
Fabulous apartment for sale in Nouvelle Ariana. 80 rooms,Price on request,Ariana Ville,"370
						m²",N/A,10
Beautiful apartment for sale in El Mourouj 6.3 lovely rooms...,"335,000 TND",El Mourouj,"125
						m²",N/A,10
Apartment for sale in Cité Jaafar. 2 rooms,Price on request,Ariana Ville,"71
						m²",N/A,10
Sell apartment in Habib Thameur. 5 comfortable rooms. Terrac...,"420,000 TND",Tunis,"179
						m²",N/A,10
N/A,N/A,N/A,N/A,N/A,10
Apartment for sale in Les Berges Du Lac 2. Total area 273 m²...,"1,350,000 TND",La Marsa,"273
						m²",N/A,11
Beautiful apartment for sale in Les Berges Du Lac 1.4 rooms...,"600,000 TND",La Soukra,"160
						m²",N/A,11
Sell apartment in Les Berges Du Lac 2.4 large living areas...,"1,300,000 TND",La Marsa,"158
						m²",N/A,11
Find an apartment for rent in Bizerte. Area of 90 m². Beauti...,"130,000 TND",Bizerte Nord,"90
						m²",N/A,11
Sale of a lovely apartment. 3 rooms. Well equipped kitchen,"220,000 TND",Bizerte,"90
						m²",N/A,11
Apartment to purchase. 3 lovely rooms. Equipped kitchen,Price on request,Bizerte,"151
						m²",N/A,11
Beautiful apartment for sale in Sahloul. 4 large rooms. Rein...,"490,000 TND",Sahloul,"153
						m²",N/A,11
Alma residence,"From180,000 TND",Nouvelle Medina,"Delivery:
										November 2027",N/A,11
Fabulous apartment for sale in Les Jardins d'El Menzah 2. 3...,Price on request,Ariana Ville,"104
						m²",N/A,11
Apartment for sale in El Manar 2. Dimension 130 m². Terrace,"294,000 TND",El Menzah,"130
						m²",N/A,11
"Sale of a lovely apartment. Surface area 167 m². Cellar, Lar...","680,000 TND",Ariana Ville,"167
						m²",N/A,11
"Apartment for sale. Surface area 89 m². With Lift, Balcony","325,000 TND",Ariana Ville,"89
						m²",N/A,11
Find an apartment to buy. Area 124 m². Lift and parking,"450,000 TND",Ariana Ville,"155
						m²",N/A,11
"Find an apartment to buy. Surface area 61 m². Cellar, Large...","275,000 TND",Ariana Ville,"61
						m²",N/A,11
Sell apartment in Nabeul. Small area 46 m². Lift and garage,"260,000 TND",Nabeul,"46
						m²",N/A,11
Sell apartment in Aouina. Total area 121 m². Reinforced door...,Price on request,La Marsa,"121
						m²",N/A,11
Sale of a lovely apartment. Surface area 160 m². Caretaker s...,"642,000 TND",Bizerte,"160
						m²",N/A,11
Sell apartment in Chotrana 1.2 large rooms. Double glazing a...,"277,970 TND",La Soukra,"61
						m²",N/A,11
Sell apartment in Kairouan Ville. 2 beautiful rooms,"234,741 TND",Kairouan Ville,"99
						m²",N/A,11
Sell apartment in Ain Zaghouan Nord. Dimension 203 m². Fully...,Price on request,La Marsa,"203
						m²",N/A,11
"Sell apartment in Chotrana 1.1 room. Gardeners, Large terrac...",Price on request,La Soukra,"68
						m²",N/A,11
Sell apartment in Aouina. 3 rooms. Caretaker service availab...,Price on request,La Marsa,"91
						m²",N/A,11
Apartment for sale in La Marsa. 2 beautiful rooms. Thermal i...,"410,000 TND",La Marsa,"128
						m²",N/A,11
Sale of a lovely apartment in Les Jardins de Carthage. 2 bea...,Price on request,La Marsa,"123
						m²",N/A,11
"Sale of a lovely apartment. 2 lovely rooms. Gardeners, Large...",Price on request,Le Kram,"70
						m²",N/A,11
Apartment for sale in Yasmine Hammamet. 4 large living areas...,"375,000 TND",Hammamet,"99
						m²",N/A,11
Beautiful apartment for sale in Hammamet Nord. Small area 10...,"395,000 TND",Hammamet,"100
						m²",N/A,11
Find an apartment to buy in Hammamet. 4 beautiful rooms. Wit...,"630,000 TND",Hammamet,"195
						m²",N/A,11
Fabulous apartment for sale in Cité Ennasr 2. Area of 140 m²...,"389,000 TND",Ariana Ville,"140
						m²",N/A,11
Fabulous apartment for sale in Les Berges Du Lac 1. Area of...,"490,000 TND",La Marsa,"90
						m²",N/A,11
Beautiful apartment for sale in Hammam Sousse. 2 beautiful r...,"240,000 TND",Hammam Sousse,"100
						m²",N/A,11
Beautiful apartment for sale in Hammam Sousse. 1 Living area...,"120,000 TND",Hammam Sousse,"75
						m²",N/A,11
Apartment to purchase in Hammam Sousse. 1 Room. Fitted kitch...,"320,000 TND",Hammam Sousse,"200
						m²",N/A,11
Apartment for sale in Hammam Sousse. 2 rooms. Beautiful terr...,"260,000 TND",Hammam Sousse,"100
						m²",N/A,11
N/A,N/A,N/A,N/A,N/A,11
Fabulous apartment for sale in Les Jardins de Carthage. 2 be...,Price on request,Le Kram,"97
						m²",N/A,12
Fabulous apartment for sale in La Manouba. Total area 72 m²...,"197,000 TND",La Manouba,"72
						m²",N/A,12
Apartment for sale in La Soukra. Area 90 m². Secured neighbo...,"275,000 TND",La Marsa,"90
						m²",N/A,12
Apartment to purchase in Les Jardins de Carthage. Dimension...,Price on request,Le Kram,"121
						m²",N/A,12
"Sell apartment in Cité Les Pins. 2 rooms. Satellite dish, se...","605,000 TND",La Marsa,"119
						m²",N/A,12
Beautiful apartment for sale in Bou Mhel. 3 rooms. With Lift...,"360,000 TND",Boumhel Bassatine,"127
						m²",N/A,12
Sell apartment in Bou Mhel. 3 lovely rooms. General satellit...,"360,000 TND",Boumhel Bassatine,"170
						m²",N/A,12
JINENE SOUKRA: Luxury and Comfort at Chotrana 3,"From390,000 TND",La Soukra,Completed,N/A,12
Apartment to purchase in La Goulette. 1 lovely room. No Lift...,"195,000 TND",La Goulette,"65
						m²",N/A,12
Fabulous apartment for sale in Aouina. 1 room. Secured door...,Price on request,La Marsa,"73
						m²",N/A,12
Apartment for sale in Chotrana 1.4 large living areas. Doubl...,Price on request,La Soukra,"159
						m²",N/A,12
Beautiful apartment for sale in Aouina. Area of 68 m². Doubl...,Price on request,La Marsa,"68
						m²",N/A,12
Apartment to purchase in Le Bardo. 6 large rooms. Garage and...,"420,000 TND",Le Bardo,"137
						m²",N/A,12
Sell apartment in El Manar 1. 3 rooms. Caretaker service and...,"260,000 TND",El Menzah,"93
						m²",N/A,12
Beautiful apartment for sale in Le Bardo. 4 comfortable room...,"730,000 TND",Le Bardo,"387
						m²",N/A,12
Sell apartment in Les Jardins de Carthage. Large area 140 m²...,Price on request,La Marsa,"140
						m²",N/A,12
Beautiful apartment for sale in La Soukra. 3 large living ar...,"491,000 TND",La Soukra,"122
						m²",N/A,12
"Sell apartment in La Soukra. Area of 81 m². Cellar, Large te...",Price on request,La Soukra,"81
						m²",N/A,12
Find an apartment to buy in La Soukra. 3 rooms. Caretaker se...,"492,000 TND",La Soukra,"122
						m²",N/A,12
Sale of a lovely apartment in La Soukra. Area of 121 m². Rei...,"477,000 TND",La Soukra,"121
						m²",N/A,12
Find an apartment to buy in Chotrana 1. Dimension 104 m². Ca...,"584,517 TND",La Soukra,"104
						m²",N/A,12
Find an apartment to buy in Charguia 1.1 room. Thermal insul...,"371,000 TND",La Soukra,"104
						m²",N/A,12
Beautiful apartment for sale in Chotrana 1. Dimension 70 m²...,"270,000 TND",La Soukra,"70
						m²",N/A,12
Sale of a lovely apartment in Kairouan Ville. 2 lovely rooms...,"150,000 TND",Kairouan Ville,"68
						m²",N/A,12
Apartment for sale in Hammam Sousse. Area 145 m². Caretaker...,"415,000 TND",Hammam Sousse,"145
						m²",N/A,12
Apartment for rent in Cité de la Plage. Total area 120 m². A...,"180,000 TND",Hammam Sousse,"115
						m²",N/A,12
Sale of a lovely apartment in Hammam Sousse. 4 comfortable r...,"302,000 TND",Hammam Sousse,"125
						m²",N/A,12
Find an apartment for rent in Cité de la Plage. Small area 1...,"335,000 TND",Hammam Sousse,"145
						m²",N/A,12
Apartment for sale in Hammam Sousse. 1 Living area. No Lift...,"255,000 TND",Hammam Sousse,"100
						m²",N/A,12
Beautiful apartment for sale in Hammam Sousse. Area 117 m²...,"275,000 TND",Hammam Sousse,"117
						m²",N/A,12
Apartment to purchase in Hammam Sousse. 2 lovely rooms. Sate...,"165,000 TND",Hammam Sousse,"90
						m²",N/A,12
Apartment for sale in Hammam Sousse. 1 Living area. Large ba...,"300,000 TND",Hammam Sousse,"150
						m²",N/A,12
Sale of a lovely apartment in Cité de la Plage. 2 rooms. Car...,"190,000 TND",Hammam Sousse,"90
						m²",N/A,12
"Fabulous apartment for sale. 3 lovely rooms. Green areas, Ba...","285,000 TND",Hergla,"214
						m²",N/A,12
N/A,N/A,N/A,N/A,N/A,12
Apartment for sale in Ben Arous. Total area 121 m²,Price on request,Nouvelle Medina,"121
						m²",N/A,13
Apartment for sale in Les Jardins de Carthage. Large area 15...,Price on request,Le Kram,"155
						m²",N/A,13
Sale of a lovely apartment in Les Berges Du Lac 2. Small are...,Price on request,La Marsa,"430
						m²",N/A,13
Find an apartment to buy in Les Jardins de Carthage. Area of...,Price on request,Le Kram,"150
						m²",N/A,13
